How C++ Works,The Cherno,20,0,https://www.youtube.com/watch?v=SfGuIVzE_Os&list=PLlrATfBNZ98dudnM48yfGUldqGD0S4FFb&index=5&ab_channel=TheCherno
How to DEBUG C++ in VISUAL STUDIO,The Cherno,19,0,https://www.youtube.com/watch?v=0ebzPwixrJA&list=PLlrATfBNZ98dudnM48yfGUldqGD0S4FFb&index=11&ab_channel=TheCherno
